53	4	1.00	0.93	0.80	0.67	0.86	1.00	0.83	0.71	0.55
1	4	0.89	0.58	0.88	0.88	0.45	0.71	0.79	0.41	0.54
2	3	0.70	0.75	0.79	0.88	0.64	0.61	0.89	0.58	0.58
3	3	0.85	0.88	0.64	0.75	0.82	0.54	0.73	0.83	0.54
4	1	0.63	0.58	0.55	0.69	0.64	0.65	0.68	0.41	0.86
5	4	0.93	0.92	0.76	0.81	1.00	0.62	0.95	0.83	1.00
6	4	0.89	0.67	0.76	0.81	0.73	0.41	0.73	0.58	0.33
7	3	0.78	0.75	0.62	0.81	0.55	0.51	0.79	0.49	0.61
8	3	0.81	0.75	0.69	0.88	0.55	0.44	0.84	0.49	0.75
9	3	0.81	0.67	0.62	0.88	0.82	0.55	0.73	0.58	0.68
10	3	0.89	0.67	0.67	0.63	0.73	0.57	0.63	0.32	0.22
11	2	0.78	0.75	0.52	0.75	0.82	0.46	0.79	0.58	0.68
12	3	0.78	0.58	0.67	0.75	0.36	0.63	0.68	0.49	0.36
13	2	0.74	0.75	0.52	0.75	0.64	0.52	0.73	0.49	0.40
14	2	0.74	0.58	0.45	0.75	0.36	0.55	0.79	0.49	0.50
15	3	0.78	0.83	0.52	0.69	0.45	0.44	0.73	0.32	0.40
16	2	0.63	0.75	0.67	0.69	0.55	0.58	0.68	0.41	0.54
17	3	0.81	0.83	0.74	0.75	0.64	0.76	0.84	0.49	0.86
18	3	0.74	0.58	0.71	0.63	0.45	0.64	0.73	0.32	0.79
19	3	0.81	0.75	0.52	0.94	0.91	0.58	0.89	0.49	0.54
20	2	0.67	0.83	0.50	0.69	0.64	0.53	0.58	0.58	0.22
21	3	0.78	0.75	0.71	0.81	0.64	0.71	0.63	0.49	0.68
22	3	0.78	0.83	0.67	0.63	0.73	0.47	0.68	0.66	0.19
23	3	0.85	0.83	0.69	0.75	1.00	0.58	0.84	0.83	0.47
24	3	0.67	0.92	0.71	0.63	0.82	0.64	0.68	1.00	0.43
25	2	0.78	0.58	0.64	0.75	0.55	0.54	0.58	0.49	0.50
26	4	0.89	0.92	0.81	0.94	1.00	0.69	0.95	1.00	1.00
27	2	0.67	0.67	0.64	0.75	0.64	0.54	0.79	0.49	0.72
28	1	0.44	0.75	0.55	0.69	0.82	0.41	0.52	0.49	0.43
29	2	0.78	0.67	0.55	0.69	0.64	0.58	0.84	0.49	0.72
30	3	0.78	0.75	0.71	0.88	0.91	0.69	0.79	0.66	0.72
31	4	0.93	0.83	0.76	0.88	1.00	0.57	0.73	0.75	0.75
32	0	0.48	0.50	0.43	0.56	0.64	0.37	0.73	0.49	0.36
33	2	0.78	0.67	0.57	0.75	0.82	0.69	0.79	0.58	0.72
34	3	0.81	0.58	0.64	0.88	0.55	0.35	0.73	0.32	0.50
35	1	0.63	0.67	0.50	0.75	0.45	0.47	0.68	0.41	0.43
36	1	0.59	0.58	0.38	0.63	0.55	0.43	0.63	0.49	0.26
37	2	0.67	0.67	0.55	0.75	0.45	0.61	0.73	0.49	0.68
38	4	0.81	0.75	0.83	0.75	0.82	0.89	0.89	0.66	1.00
39	3	0.81	0.75	0.74	0.75	0.64	0.44	0.79	0.49	0.65
40	1	0.56	0.75	0.48	0.56	0.45	0.36	0.58	0.58	0.26
41	3	0.74	0.92	0.57	0.75	1.00	0.57	0.89	1.00	0.75
42	3	0.81	0.75	0.69	0.75	0.73	0.44	0.73	0.49	0.54
43	3	0.81	0.75	0.76	0.75	0.55	0.51	0.73	0.41	0.36
44	4	0.89	0.83	0.88	0.88	0.73	0.71	0.95	0.58	0.93
45	2	0.74	0.58	0.55	0.75	0.64	0.66	0.73	0.49	0.93
46	0	0.15	0.42	0.00	0.19	0.18	0.13	0.42	0.49	0.15
47	3	0.81	0.67	0.67	0.81	0.45	0.37	0.73	0.41	0.58
48	2	0.67	0.83	0.43	0.56	1.00	0.26	0.63	0.75	0.43
49	2	0.78	0.83	0.50	0.69	0.64	0.42	0.73	0.49	0.50
50	2	0.70	0.33	0.76	0.75	0.64	0.61	0.68	0.41	0.96
51	3	0.70	0.83	0.62	0.75	0.64	0.48	0.73	0.58	0.65
52	3	0.78	0.83	0.74	0.88	0.55	0.72	0.73	0.49	0.43
53	0	0.44	0.58	0.43	0.31	0.36	0.28	0.52	0.41	0.22
54	3	0.74	0.75	0.64	0.81	0.64	0.49	0.68	0.58	0.36
55	0	0.52	0.50	0.40	0.69	0.45	0.50	0.58	0.32	0.40
56	2	0.78	0.67	0.50	0.75	0.55	0.44	0.68	0.58	0.54
57	2	0.67	0.58	0.71	0.75	0.55	0.49	0.63	0.49	0.50
58	4	0.93	0.92	0.71	0.81	0.82	0.48	0.84	0.83	0.61
59	3	0.74	0.83	0.71	0.88	0.27	0.58	0.73	0.24	0.75
60	2	0.70	0.75	0.55	0.81	0.45	0.57	0.73	0.49	0.72
61	2	0.74	0.67	0.62	0.75	0.73	0.59	0.79	0.66	0.79
62	3	0.78	0.58	0.69	0.88	0.73	0.54	0.79	0.58	0.96
63	3	0.81	0.75	0.71	0.88	0.55	0.44	0.73	0.49	0.61
64	3	0.78	0.58	0.71	0.75	0.73	0.74	0.84	0.49	0.65
65	1	0.63	0.67	0.43	0.69	0.82	0.36	0.68	0.49	0.43
66	2	0.67	0.58	0.62	0.75	0.55	0.33	0.58	0.49	0.29
67	2	0.70	0.75	0.57	0.81	0.73	0.61	0.84	0.75	0.79
68	2	0.67	0.75	0.45	0.75	0.73	0.44	0.73	0.49	0.54
69	3	0.78	0.67	0.74	0.94	0.45	0.42	0.79	0.32	0.72
70	3	0.81	0.75	0.74	0.81	0.82	0.55	0.95	0.66	0.89
71	0	0.44	0.50	0.29	0.63	0.45	0.12	0.47	0.49	0.15
72	1	0.52	0.67	0.38	0.69	0.64	0.39	0.42	0.41	0.29
73	2	0.67	0.75	0.43	0.75	0.55	0.50	0.79	0.41	0.68
74	1	0.63	0.67	0.38	0.63	0.55	0.37	0.63	0.49	0.29
75	2	0.78	0.67	0.52	0.81	0.55	0.47	0.68	0.32	0.50
76	2	0.78	0.67	0.52	0.75	0.73	0.55	0.73	0.66	0.54
77	4	0.85	0.75	0.76	0.88	0.73	0.62	0.73	0.58	0.58
78	4	0.85	0.75	0.81	0.81	0.82	0.61	0.89	0.49	0.75
79	2	0.67	0.75	0.52	0.69	0.36	0.40	0.68	0.41	0.61
80	2	0.78	0.58	0.52	0.75	0.36	0.43	0.63	0.32	0.47
81	2	0.70	0.58	0.57	0.63	0.45	0.48	0.68	0.32	0.58
82	2	0.67	0.67	0.48	0.69	0.73	0.41	0.68	0.49	0.68
83	0	0.33	0.25	0.31	0.69	0.27	0.34	0.52	0.32	0.58
84	1	0.52	0.62	0.40	0.44	0.55	0.26	0.52	0.58	0.26
85	3	0.74	0.75	0.67	0.88	0.64	0.79	0.79	0.49	1.00
86	2	0.70	0.83	0.43	0.75	0.64	0.48	0.73	0.58	0.65
87	3	0.78	0.58	0.71	0.69	0.45	0.54	0.73	0.32	0.68
88	2	0.59	0.75	0.67	0.75	0.55	0.74	0.68	0.49	0.54
89	3	0.81	0.67	0.76	0.88	0.73	0.53	0.79	0.58	0.68
90	3	0.81	0.83	0.62	0.69	0.82	0.59	0.73	0.75	0.72
91	2	0.78	0.67	0.60	0.75	0.82	0.47	0.73	0.66	0.65
92	2	0.74	0.67	0.50	0.75	0.45	0.56	0.79	0.49	0.82
93	3	0.78	0.83	0.62	0.75	0.55	0.40	0.68	0.49	0.40
94	3	0.74	0.75	0.67	0.75	0.82	0.51	0.68	0.49	0.72
95	2	0.70	0.75	0.45	0.69	0.64	0.53	0.68	0.41	0.54
96	4	0.85	0.75	0.76	0.69	0.55	0.64	0.79	0.58	0.82
97	4	0.85	0.92	0.67	0.75	0.91	0.56	0.89	0.83	0.79
98	1	0.59	0.75	0.38	0.75	0.55	0.35	0.68	0.58	0.58
99	0	0.41	0.58	0.33	0.50	0.45	0.38	0.47	0.41	0.29
100	4	0.89	0.92	0.67	0.81	0.82	0.64	0.84	0.83	0.22
101	1	0.56	0.75	0.48	0.50	0.55	0.38	0.47	0.58	0.19
102	2	0.67	0.75	0.60	0.75	0.73	0.46	0.73	0.49	0.58
103	3	0.81	0.75	0.64	0.75	0.55	0.42	0.68	0.49	0.54
104	2	0.70	0.75	0.55	0.69	0.64	0.53	0.73	0.66	0.47
105	1	0.63	0.75	0.38	0.63	0.55	0.48	0.63	0.41	0.54
106	0	0.52	0.75	0.24	0.63	0.45	0.34	0.68	0.49	0.33
107	3	0.85	0.75	0.62	0.75	1.00	0.61	0.79	0.66	0.72
108	1	0.56	0.67	0.38	0.63	0.45	0.53	0.58	0.49	0.65
109	2	0.67	0.75	0.48	0.75	0.64	0.43	0.73	0.49	0.61
110	3	0.78	0.75	0.57	0.75	0.36	0.53	0.68	0.41	0.58
111	2	0.67	0.67	0.52	0.75	0.73	0.64	0.68	0.66	0.54
112	4	0.78	0.83	0.81	0.81	1.00	0.61	0.84	0.92	1.00
113	3	0.89	0.75	0.64	0.81	0.73	0.66	0.79	0.58	0.72
